1.564345,73.000000
1.687810,63.000000
1.811276,64.000000
1.934742,59.000000
2.058207,48.000000
2.181673,44.000000
2.305138,34.000000
2.428604,40.000000
2.552069,22.000000
2.675535,26.000000
2.799000,31.000000
2.922466,29.000000
3.045931,27.000000
3.169397,20.000000
3.292862,16.000000
3.416328,12.000000
3.539793,12.000000
3.663259,16.000000
3.786724,15.000000
3.910190,14.000000
4.033655,7.000000
4.157121,10.000000
4.280586,8.000000
4.404052,4.000000
4.527517,1.000000
4.650983,6.000000
4.774448,5.000000
4.897914,6.000000
5.021379,7.000000
5.144845,4.000000
5.268310,3.000000
5.391776,1.000000
5.515241,4.000000
5.638707,2.000000
5.762172,4.000000
5.885638,0.000000
6.009103,2.000000
6.132569,1.000000
6.256034,3.000000
6.379500,1.000000
6.502965,2.000000
6.626431,2.000000
6.749896,1.000000
6.873362,1.000000
6.996827,2.000000
7.120293,0.000000
7.243758,2.000000
7.367224,0.000000
7.490689,0.000000
7.614155,0.000000
7.737620,0.000000
7.861086,0.000000
7.984551,0.000000
8.108017,0.000000
8.231482,0.000000
8.354948,1.000000
